sentence,episode,emotion,emotion_score
don't worry about the ship.,524,neutral,0.93502277135849
sunny is the strongest ship built\n from the treasure tree adam.,524,neutral,0.7465333342552185
alright!,524,joy,0.5318570733070374
advance!,524,neutral,0.6740534901618958
no way!,524,surprise,0.5710220336914062
i didn't know that it lives here...!,524,joy,0.6130218505859375
it's a demon that rules the realm of water!,524,neutral,0.3278597891330719
and the enemy of the human race!,524,anger,0.9742069840431213
straw hats! you should turn back now!,524,anger,0.382593035697937
it's dangerous!,524,fear,0.8547446727752686
i had forgotten about you.,524,neutral,0.9014485478401184
--there is a monster!\n--what?!,524,surprise,0.9432547688484192
what are you talking about? cut that crap!,524,anger,0.7576531171798706
those myths are just made up by someone.,524,neutral,0.9651795625686646
it... it's right there...,524,neutral,0.9787721633911133
"cut it out, guys!",524,anger,0.41395366191864014
b-behind you...,524,neutral,0.9408339262008667
what are you saying...,524,neutral,0.6182246208190918
be... behind me?,524,surprise,0.6949190497398376
uh-huh.,524,neutral,0.9742836952209473
behind me...,524,neutral,0.9211028218269348
it's the kraken!,524,joy,0.7277178764343262
how huge!  the monster octopus!,524,surprise,0.9463526606559753
looks like he broke a lot of ships!,524,surprise,0.8891983032226562
ships that had left for the \nnew world have been attacked!,524,anger,0.9525021314620972
please! i don't wanna die! go back!,524,anger,0.5422263741493225
"if you just wait for a few days, it would...",524,neutral,0.9541553258895874
shut up!,524,anger,0.9883338212966919
i have a good idea!,524,joy,0.9731868505477905
let's tame him!,524,joy,0.7681901454925537
huh?,524,neutral,0.7009415030479431
"what did you say, luffy?!",524,surprise,0.9042261242866516
let's tame the octopus \nand make him pull our ship!,524,joy,0.8935059309005737
no way!,524,surprise,0.5710220336914062
take a good look!,524,joy,0.6936097145080566
"no, you don't have to take \na good look since it's huge!",524,joy,0.8449504375457764
"oh, it's big!",524,surprise,0.8584290146827698
we're dead!,524,surprise,0.7534436583518982
it must've been around for\n several hundred years!,524,neutral,0.558023989200592
the kraken appears in many \nmyths in the world -,524,neutral,0.9711535573005676
it's like a visionary creature!,524,joy,0.9662956595420837
it has no bones and i'm a \nskeleton without any flesh...,524,neutral,0.821049153804779
it's the polar opposite of me.,524,neutral,0.9734684228897095
i don't care!,524,anger,0.986883819103241
you're quite good.,524,joy,0.9187719821929932
"you can't see this kind of thing often, so...",524,neutral,0.5283946394920349
sketching? how relaxed?!,524,surprise,0.8205151557922363
"i'll help you but do you \nhave any plan, luffy?",524,neutral,0.6554020643234253
the problem is that we're in the sea.,524,neutral,0.9819899797439575
no. no. no.,524,neutral,0.9580990076065063
the problem is the size of it.,524,neutral,0.9651744365692139
it would be dangerous \neven if we were on land.,524,fear,0.9410756230354309
what's wrong with them?,524,surprise,0.7199248671531677
this is the kind of situation \nwhen everybody agrees to,524,neutral,0.9535545110702515
run away at full speed!,524,surprise,0.4049776494503021
shift the helm to the south!,524,neutral,0.508496880531311
"hey, nami, go straight towards the octopus!",524,joy,0.4586600661277771
don't be a fool!,524,anger,0.9778841733932495
"--the octopus will...\n--whoa, whoa, nami-san. i'm here for...",524,joy,0.6568052172660828
...here for...,524,neutral,0.9891512393951416
...for you!,524,joy,0.8127188086509705
you held it! good job!,524,joy,0.9650288820266724
thanks to the rehabilitation \nand to nami for wearing a coat.,524,neutral,0.616024911403656
it's dangerous to be on this ship!\ni've got to protect myself!,524,fear,0.9252179861068726
something's coming from behind!,524,surprise,0.5857862234115601
brother!,524,joy,0.5862885117530823
they came back!,524,surprise,0.8780735731124878
coribou! guys!,524,joy,0.8475995659828186
--we're gonna save my brother!\n--yes!,524,joy,0.984882652759552
"you came back to save me, huh?!",524,surprise,0.6220048069953918
don't do it!,524,anger,0.8953988552093506
--the coating popped!\n--that ship is even bigger than sunny!,524,surprise,0.8436985611915588
oh... guys!,524,surprise,0.7945938110351562
"--they look like a school of jellyfish.\n--shut up, roronoa! cut it out!",524,anger,0.7259184122085571
it's coming!,524,joy,0.8565966486930847
--it's too big!\n--how can we fight against it?!,524,anger,0.5138713121414185
third gear...,524,neutral,0.9841294288635254
no!,524,anger,0.692405641078949
you'll break the bubble!,524,anger,0.5553023815155029
chicken voyage!,524,joy,0.7111319899559021
can we... get away somehow?!,524,anger,0.5020245313644409
don't do anything! i'll beat it!,524,anger,0.6624501943588257
no! you're gonna break the bubble!,524,anger,0.8008870482444763
"listen! if you wanna fight against\n it that much, here is an idea!",524,joy,0.8743100762367249
what is it? tell me.,524,neutral,0.7138441205024719
"okay, that's good!",524,joy,0.9611353874206543
that's the extra-vehicular \nflutter kick coating!,524,joy,0.6857832074165344
an extra-vehicular diving suit!,524,joy,0.5204012989997864
"as long as you're in it, you can \nfight as you want even in water!",524,neutral,0.48100152611732483
"if i let these fools do whatever \nthey want, i'll be in danger too!",524,fear,0.8109538555145264
"you shouldn't have done that, stranger!",524,surprise,0.3914172947406769
we wanted to run away!,524,anger,0.8264065980911255
"now, they're gonna fight!",524,anger,0.461309552192688
i told you guys to run from the beginning\n,524,neutral,0.9018286466598511
but that captain-san won't listen!,524,anger,0.9638651609420776
would you rather they fought on this ship?,524,neutral,0.8138332366943359
"okay, good luck! go far away!",524,joy,0.8976877927780151
this rope is annoying.,524,disgust,0.7136101126670837
stay away from this ship!,524,anger,0.7304778099060059
alright.,524,neutral,0.9879963994026184
"--okay, let's go!\n--yeah!",524,joy,0.8889379501342773
huh?,524,neutral,0.7009415030479431
wait! you have to attach the safety rope!,524,surprise,0.9381049871444702
you'll be separated!,524,surprise,0.6326519250869751
nami-san's worrying about me!,524,fear,0.5374464988708496
you guys! draw his attention for me!,524,anger,0.9222579002380371
i'm gonna beat him with one strong blow!,524,joy,0.7809045910835266
i could beat him right away!,524,joy,0.9042266011238098
you can't cut him!,524,anger,0.8052613735198975
i want the octopus as a pet!,524,joy,0.9819690585136414
are they okay?,524,neutral,0.9759228229522705
stay as far away as you \ncan! even a millimeter...,524,neutral,0.6759490966796875
but it's attacking us!,524,anger,0.8099877834320068
"move aside, guys!",524,anger,0.5317187905311584
franky...,524,neutral,0.988410472869873
...rocket launcher!,524,surprise,0.5702018141746521
--got it!\n--how powerful!,524,joy,0.9026352167129517
"no, another arm!",524,surprise,0.5155115127563477
why does he keep attacking us?!,524,surprise,0.7343519926071167
it's gonna hit us!,524,joy,0.8972554206848145
guard boost!,524,joy,0.8009285926818848
they got a hard hit!,524,anger,0.5554814338684082
are you guys okay?,524,neutral,0.9804806113243103
h-he did it!,524,joy,0.7980825901031494
"--well done!\n--yeah, chopper!",524,joy,0.9405370950698853
we're gonna hit the mountain!,524,joy,0.9349660277366638
mil fleurs!,524,joy,0.6014689207077026
gigantesco mano!,524,joy,0.8569692373275757
what big hands!,524,surprise,0.7663417458534241
"--yes!\n--nice, robin! you saved us!",524,joy,0.9748518466949463
"good. although i'm in water,",524,neutral,0.6831820607185364
i was okay because it \nwas just a brief moment.,524,neutral,0.8937278389930725
they did great.,524,joy,0.9658349752426147
"alright, it's my turn!",524,anger,0.9497343897819519
here is the new technique!,524,joy,0.8042648434638977
third gear!,524,joy,0.4756057560443878
"facing the demon of the ocean floor, kraken,",524,neutral,0.9840107560157776
"luffy, zoro and sanji use the techniques",524,neutral,0.9623547792434692
acquired during their two-year training.,524,neutral,0.9878073334693909
"but then, the straw hats are\n scattered in the deep sea",524,neutral,0.980674147605896
by the massive current caused by the battle.,524,neutral,0.782602071762085
third gear!,525,joy,0.4756057560443878
armament; hardening!,525,neutral,0.8130441308021545
what is that?!,525,surprise,0.9851884841918945
it wasn't like that before!,525,anger,0.5042402744293213
i feel weak because of the sea!,525,joy,0.5351934432983398
damn that octopus! is it trying to stop him?,525,disgust,0.36323171854019165
blue walk!,525,joy,0.7982572317123413
"whoa, sanji-san got out of the bubble!",525,surprise,0.9492458701133728
that's really fast! \nhe's like a fish-man! that's so cool!,525,joy,0.9772694110870361
i've been running and running,525,neutral,0.865976095199585
in order to get away from those hideous people for 2 years.,525,disgust,0.9619462490081787
"compared to them,",525,neutral,0.9766462445259094
the monster is nothing.\n,525,neutral,0.9399914741516113
it actually looks rather cute to me.,525,neutral,0.6147217750549316
diable jambe!,525,joy,0.9585939645767212
bien cuit...,525,neutral,0.9844222068786621
...grill shoot!,525,joy,0.6228841543197632
i need to breathe!,525,fear,0.40263354778289795
three-sword style technique;\n crossing the six paths!,525,neutral,0.7841817140579224
the demon that rules the\n realm of water... so weak!,525,disgust,0.8310585021972656
i feel grateful when i think about it.,525,joy,0.9913001656532288
i got to fight every single day for the past 2 years.,525,anger,0.9633144736289978
to top him...,525,neutral,0.9796711802482605
i'm still gonna get stronger!,525,joy,0.9764615297317505
that was great...,525,joy,0.9677661061286926
i-i couldn't see his movement!,525,surprise,0.9172448515892029
he shouldn't have done it!,525,surprise,0.5832005739212036
"did you say something, no. 7?",525,neutral,0.7182425856590271
--i'll kill you!\n--bring it on!,525,anger,0.8352499604225159
"hey hey, zoro! sanji! you can't cut his arms!",525,anger,0.3802373707294464
gum-gum...,525,disgust,0.46438324451446533
...elephant gun!,525,surprise,0.6590328812599182
he blew it away!,525,joy,0.6910257935523987
he's gotten so much stronger!,525,joy,0.9755093455314636
even while he's in the sea...,525,neutral,0.9240894913673401
hey! something is in there!,525,joy,0.5081662535667419
a shark?,525,surprise,0.7163434028625488
--a shark?\n--isn't that shark wearing something?,525,surprise,0.6352171301841736
that's fairly big.,525,surprise,0.5855531692504883
what is it?,525,neutral,0.8366649150848389
thanking us for helping him?,525,surprise,0.823456883430481
what a polite shark.,525,neutral,0.9178679585456848
what?,525,surprise,0.680137574672699
we're being drawn into the sea current!,525,surprise,0.46816539764404297
"luffy, let's go back to sunny!",525,joy,0.9104593396186829
yeah!,525,joy,0.9059808254241943
they've been swept away \nby the downward current!,525,anger,0.37930363416671753
oh no! follow them! we have to stay together!,525,surprise,0.2601994574069977
okay!,525,joy,0.8705976605415344
--i don't wanna die here!\n--you've got to be kidding me!,525,anger,0.7151292562484741
--you're still here?\n--you're too calm!,525,anger,0.40494105219841003
my eyes are spinning! but i don't have eyes!,525,surprise,0.9692241549491882
keep the yard level! hard to port! \n,525,neutral,0.5742824077606201
we're gonna crash into the continental shelf!,525,fear,0.5043208003044128
i got it!,525,joy,0.9248380064964294
"don't lose your concentration,\n or the ship will wreck!",525,fear,0.6720317602157593
what?!,525,surprise,0.9884170889854431
don't get thrown off!,525,anger,0.9644583463668823
stay in the center of the current!,525,neutral,0.6253483295440674
alright!,525,joy,0.5318570733070374
it's really fast!,525,joy,0.48552069067955017
this is fun!,525,joy,0.9875594973564148
usopp!,525,joy,0.7440322637557983
"oh, ow, ow, ow!",525,surprise,0.6078338623046875
i'm alive!,525,joy,0.9826644062995911
what? why are you all so glum?,525,surprise,0.9762303829193115
oh i know! you guys can't \ndo anything without me...,525,joy,0.9633821845054626
it's so cold here!,525,surprise,0.3101906180381775
we can't find luffy and the \nother two. we got separated.,525,sadness,0.4948129951953888
what?!,525,surprise,0.9884170889854431
i hope they haven't been \nshredded to pieces by the monster.,525,neutral,0.7557983994483948
your imagination is terrifying...,525,fear,0.9787372350692749
it's too dark - i wanna look for \nthem but i can't see anything!,525,neutral,0.4886305034160614
"i'm not good with darkness.\n i feel something, don't you?",525,sadness,0.8297054767608643
"we probably submerged around 7,000 meters.",525,neutral,0.7251350283622742
even the shark submerge can't\n take the pressure this deep.,525,neutral,0.9397823214530945
are we near the fish-man island?\n maybe they got there already...,525,neutral,0.9763469696044922
"camie-chan said it's located \nat 10,000 meters below sea level.",525,neutral,0.9858280420303345
"we have to submerge 3,000 meters more?!",525,surprise,0.9649258255958557
all they have is a small bubble.,525,neutral,0.9393021464347839
"even if they're alive, \nthere isn't enough air so it's dangerous!",525,fear,0.7450089454650879
that's why i told them to \nattach the safety rope!,525,neutral,0.5079315900802612
we won't accomplish anything\n standing around like this.,525,anger,0.45546841621398926
let's look for them. i now have a search light.,525,neutral,0.9834755659103394
what?!,525,surprise,0.9884170889854431
is it your eyes?!,525,surprise,0.9409370422363281
franky...,525,neutral,0.988410472869873
...nipple lights!,525,joy,0.6409030556678772
why there?!,525,surprise,0.9873932600021362
oh?,525,surprise,0.847766101360321
th-that's huge!,525,surprise,0.9154549241065979
terrifying!,525,fear,0.7965502738952637
no way...,525,neutral,0.7320363521575928
that's...,525,neutral,0.9892886877059937
let's get away!,525,anger,0.7003616690635681
just look all around.,525,neutral,0.9772107601165771
they must be looking for us too.,525,neutral,0.94698166847229
luffy! zoro! sanji!,525,joy,0.9650079011917114
where did you go?,525,neutral,0.9376811385154724
come back!,525,anger,0.3362404406070709
luffy-san! zoro-san! sanji-san!,525,joy,0.9489639401435852
dammit!,525,anger,0.5583139657974243
"in this vast, submerged expanse,\n the sunny eyes don't help that much.",525,neutral,0.6560997366905212
we're stuck...,525,neutral,0.8152768015861511
the darkness is stirring up our anxiety.,525,fear,0.7719987034797668
"in fact, we're not getting \nanywhere. what should we do?",525,sadness,0.6230632066726685
we can't stop the ship so try\n not to overlook anything.,525,neutral,0.9472519755363464
there should be some trace of them.,525,neutral,0.9825040698051453
let's find them.,525,neutral,0.9903814196586609
yeah.,525,neutral,0.9808593988418579
"oh, it's a jellyfish! there's a \nmassive jellyfish above us!",525,surprise,0.8312331438064575
that's huge! you're right!,525,joy,0.5883060097694397
they're twinkling! like stars in the night!,525,joy,0.9756931662559509
that's beautiful!,525,joy,0.9881012439727783
"oh, a tentacle!",525,surprise,0.8995063304901123
d-do you wanna be my friend?,525,neutral,0.9656864404678345
"don't touch it, chopper!",525,anger,0.8034335374832153
it's probably venomous!,525,anger,0.29971393942832947
oh no! a little...,525,surprise,0.8099406361579895
...coup de burst!,525,anger,0.7383978366851807
wh-what?!,525,surprise,0.9899763464927673
the jellyfish got eaten!,525,anger,0.41560545563697815
"oh, we lost some air.",525,sadness,0.6131379008293152
better than getting eaten!,525,joy,0.9419214129447937
coup de burst is a weapon that\n shoots a fair amount of air.,525,neutral,0.9797163009643555
"but since we're in the water, \nwe only have a limited amount of air.",525,neutral,0.9717146754264832
"so when we shoot the air \nout, the bubble shrinks!",525,neutral,0.6191717982292175
i see. but it makes me nervous \nto see the bubble shrinking.,525,fear,0.9591619372367859
that fish that got bitten\n turned upside down!,525,surprise,0.7227866053581238
so they contain a neurotoxin as i thought.,525,neutral,0.876152753829956
the deep sea's scary! it's dark too...,525,fear,0.9487452507019043
there are a lot of fish with \nwhite eyes... it's creepy here!,525,fear,0.4703631103038788
"since the deep sea is always dark,",525,neutral,0.8843492269515991
\nthere are many creatures with rudimentary eyes.,525,neutral,0.9402057528495789
so they can't see well.,525,neutral,0.9054110646247864
fools! see this? come here!,525,joy,0.48518240451812744
but there are some with developed eyes too.,525,neutral,0.8383388519287109
what's that? how can i see things without eyes?,525,surprise,0.9842082858085632
do you people wanna know why?,525,neutral,0.7942962050437927
"the answer is... tum, tum, tum, tum, tum...",525,neutral,0.9884527325630188
...a secret!,525,surprise,0.4911181330680847
are you talking to yourself?,525,surprise,0.8688636422157288
no problem. i'm used to being lonely.,525,sadness,0.7742593288421631
hey! stop fooling around and look for them!,525,anger,0.7015194892883301
why did i get hit?,525,surprise,0.8922554850578308
luffy! zoro! sanji! where are you?!,525,surprise,0.6443620324134827
oh?,525,surprise,0.847766101360321
this rope must be...,525,neutral,0.9796572327613831
everyone.,525,neutral,0.985156774520874
have you seen that pirate guy?,525,neutral,0.6695194840431213
"oh yeah, he's still here! \ni totally forgot about him.",525,surprise,0.6632677316665649
where did he go?,525,neutral,0.922927975654602
i haven't seen him since we got this deep.,525,neutral,0.9850571751594543
maybe he got thrown off \nduring the downward pull.,525,neutral,0.9578282237052917
that could be it!,525,joy,0.6504194736480713
his hands and legs were tied up so \nhe couldn't hold on to anything.,525,neutral,0.8039578795433044
well but...,525,neutral,0.8837644457817078
...he untied himself. see?,525,surprise,0.7698464393615723
"th-then, he's somewhere\non the ship? where is he?",525,neutral,0.8228274583816528
he's got to be hiding somewhere...,525,neutral,0.9124755859375
what?!,525,surprise,0.9884170889854431
oh no...,525,neutral,0.6791220307350159
"i'll sneak into the girls' room--\n if that's what you want, honey.",525,neutral,0.9784228205680847
damn! we have enough problems already,525,anger,0.5465789437294006
\nbut now we have to look out for him too.,525,neutral,0.859311580657959
who cares! he's not that strong anyway.,525,disgust,0.6713948845863342
it's great.,525,joy,0.9803606867790222
those formidable 3 who were fighting\n against the kraken went missing.,525,sadness,0.624021589756012
there's no way they could have \nsurvived after getting lost,525,neutral,0.30214011669158936
with just those bubbles to protect them.,525,neutral,0.9879839420318604
it's a shame that i couldn't kill straw hat,525,sadness,0.30867791175842285
but i can prove that he's dead by killing,525,sadness,0.5379147529602051
\nthese crewmembers and taking their heads.,525,neutral,0.9543458223342896
"but don't rush, caribou!",525,fear,0.6335986256599426
you can't rush!,525,anger,0.37767377495765686
"if i kill them here, there's no one else to sail the ship.",525,anger,0.6870500445365906
they navigate the ship pretty well.,525,neutral,0.9858120679855347
"as soon as you get to the fish-man island,",525,neutral,0.9881742000579834
you all will be dead!,525,anger,0.5541956424713135
here he is!,525,surprise,0.5047271251678467
--oh no! shoot! dammit!\n--now he can't get away.,525,fear,0.7377622723579407
how did he get in there?,525,surprise,0.5799492597579956
"we weren't paying attention. if he \nwasn't so stupid, we could be in danger now.",525,fear,0.95082026720047
his body wasn't taking form.\nit has melted like mud.,525,sadness,0.730745255947113
"--like mud?\n--yeah, i'm sure it's a devil fruit power.",525,neutral,0.6832767128944397
he must've eaten a logia-type fruit.,525,neutral,0.897332489490509
he was only pretending to be caught.,525,neutral,0.9685235619544983
"hey, get me out of here, mister!\n mister in swimshorts!",525,anger,0.4326409697532654
i'll become your servant!,525,joy,0.6643682718276978
"what's the matter, chopper?",525,neutral,0.9439892768859863
i don't know. i feel hot all of the sudden.,525,joy,0.851563572883606
i can't stand the heat.,525,anger,0.5602330565452576
it's hot! what happened?,525,surprise,0.9693158864974976
wh-what's this? smoke? \nit's blocking our view forward!,525,anger,0.48234114050865173
smoke from the sea floor? why?,525,surprise,0.9708515405654907
it's...,525,neutral,0.9836206436157227
it could be...,525,neutral,0.9779788851737976
hydrothermal deposits!,525,surprise,0.5047656893730164
--a volcanic area in the sea!\n--what?!,525,surprise,0.977401852607727
"look, you can see that there \nwere volcanic eruptions here!",525,surprise,0.7706584334373474
"let's get away from here! \nif it erupts, we're gonna die!",525,fear,0.7934558391571045
it's hot... it's hot...,525,neutral,0.9662376642227173
something's after us!,525,anger,0.4266500473022461
carnivorous tubeworms!,525,joy,0.7368707656860352
we have no choice.,525,fear,0.3495817184448242
a little coup de burst!,525,anger,0.5997750759124756
faceless crabs!,525,joy,0.8457490801811218
a little coup de burst!,525,anger,0.5997750759124756
i don't even know what they are!,525,surprise,0.4662413001060486
a little coup de burst!,525,anger,0.5997750759124756
the deep sea's scary!,525,fear,0.8890697956085205
luffy and the others can't survive here.,525,sadness,0.49390819668769836
i'm starting to get sad. \ni finally got to see him after 2 years...,525,sadness,0.975121796131134
cut it out! they're not gonna die so easily!,525,anger,0.88848876953125
i used coup de burst little by \nlittle but we lost so much air.,525,sadness,0.5380971431732178
what is that?! it's so bright!,525,surprise,0.49531084299087524
is that the fish-man island?,525,neutral,0.8689988255500793
do you think luffy and the others are there?,525,neutral,0.9583032131195068
"we haven't submerged \nanother 3,000 meters yet.",525,neutral,0.9507845044136047
"""who-are-you?""",525,surprise,0.775783121585846
hey! what are you sending \nthe flashing signals with?!,525,surprise,0.8760852217674255
"--do you see anything?\n--no, it's still too bright.",525,neutral,0.7820008993148804
oh no!,525,surprise,0.9578526020050049
it's an angler! he tricked us!,525,anger,0.9550829529762268
we were fooled by the deep-sea hunter!,525,surprise,0.7777162790298462
that was close!,525,surprise,0.8517067432403564
we're totally trapped! can we get away...?,525,fear,0.7859012484550476
what is it this time?!,525,surprise,0.9754005074501038
i-is it a human?,525,neutral,0.8193247318267822
what the hell is it?!,525,surprise,0.8253697752952576
a monster in the sea that looks like a man...,525,neutral,0.5922604203224182
it's a sea bonze!,525,joy,0.9135921597480774
he's gonna capsize the ship!,525,anger,0.6468645334243774
that?!,525,surprise,0.9891470670700073
"hey, ankoro! you can't do that!",525,anger,0.6069538593292236
don't eat ships! how many \ntimes do i have to tell you?,525,surprise,0.5449583530426025
captain vander decken-sama won't like this!,525,anger,0.5093821883201599
d-did he help us?,525,neutral,0.8202569484710693
let's go! we have to get away \nanyway! he is a monster too!,525,anger,0.462403804063797
what the hell is that?!,525,surprise,0.7680298089981079
"the infamous ghost ship, the flying dutchman,\n emerges from the dark.",525,neutral,0.8242337107658386
"but suddenly, a submarine volcano erupts,\n creating yet more danger.",525,fear,0.8557231426239014
"evading falling rocks, \nthey make it to the ocean floor,",525,neutral,0.9685293436050415
where a scenery not expected \nin the deep sea awaits them.,525,neutral,0.908959686756134
"--dead men tell no tales, they have no desire.\n--is that...",526,neutral,0.7324292659759521
--...me?\n--in the dark land where even crows can't fly.,526,neutral,0.503613293170929
dead men don't need jewels on their finger.,526,neutral,0.5881063342094421
you can't even see \nsomebody's sorrow in the dark.,526,sadness,0.8461320400238037
look for it! look for it!\n sunken treasures are mine!,526,joy,0.8554048538208008
i am the richest person in the \nworld - captain vander decken!,526,joy,0.9782191514968872
don't tell me it's...!,526,anger,0.39346811175346375
even in the sea?!,526,surprise,0.9746049642562866
a ghost ship?!,526,surprise,0.974867045879364
you shouldn't be so scared!,526,fear,0.879146158695221
i turned! for no reason!,526,anger,0.7024415731430054
oh no!,526,surprise,0.9578526020050049
it's a ghost ship!,526,surprise,0.7622081637382507
we thought that you were\n a ghost at that moment!,526,surprise,0.8254295587539673
th-that is the real one! look at that sail!,526,surprise,0.6678678393363953
the infamous flying dutchman!,526,joy,0.4497416317462921
it shouldn't exist in the real world!,526,anger,0.9174084067344666
it happened several hundred years ago.,526,neutral,0.959815502166748
"one stormy day, the captain of the \npirate ship suddenly lost his mind",526,sadness,0.9055433869361877
and killed all his crew by throwing \nthem into troubled waters one by one!,526,anger,0.9270455241203308
and he even cursed the gods!,526,anger,0.5698903799057007
the name of the captain was vander decken,526,neutral,0.9898229837417603
and the ship was the flying dutchman!,526,joy,0.8027875423431396
the gods got mad at him,526,neutral,0.4035957157611847
and set him adrift forever \nunder constant tortured!,526,anger,0.4949571490287781
and the ship right in front of us is \ncaptain vander decken's haunted ship!,526,neutral,0.4222572147846222
calm down!,526,neutral,0.7156199812889099
we thought that brook's ship \nwas a ghost ship but it wasn't.,526,neutral,0.3763671815395355
what we found on that ship was nothing\n special - just this funny skeleton!,526,joy,0.8589671850204468
franky-san is harsh!,526,anger,0.974087655544281
and 30 degrees is hard!,526,surprise,0.7381041049957275
you're right!,526,joy,0.6935411095619202
ghost ships aren't something \nthat you see often.,526,neutral,0.9647678136825562
we just saw the kraken which was \nbelieved to be an imaginary monster,526,neutral,0.9590049386024475
so it's not that surprising\n to see a ghost ship.,526,surprise,0.44082117080688477
then maybe that's...,526,neutral,0.9804690480232239
a real ghost ship!,526,fear,0.6583893895149231
i'm scared!,526,fear,0.9834008812904358
"robin, you can't entertain \nyourself by making them upset.",526,neutral,0.53741854429245
captain vander decken!\n wadatsumi and ankoro got a pirate ship!,526,joy,0.8467243909835815
stupid humans! but they \nhave quite a good ship.,526,anger,0.8447155952453613
they have a whole bunch \nof treasure! i suspect!,526,surprise,0.7443004250526428
luffy! zoro! sanji!,526,joy,0.9650079011917114
please come back!,526,anger,0.6270453929901123
shut up! we have to get \nthrough this by ourselves!,526,anger,0.9932299852371216
so luffy and the others can come back to us!,526,joy,0.9454032182693481
the water temperature has been\n increasing for quite a while.,526,neutral,0.9757212400436401
could this be...,526,neutral,0.924532949924469
ankoro! wadatsumi!,526,joy,0.9089441299438477
we can't seize their treasure \nif you eat the ship,526,anger,0.8736184239387512
so knock it down!,526,anger,0.4401896595954895
i got it!,526,joy,0.9248380064964294
"--oh no, the sea bonze is...\n--he's our enemy after all!",526,anger,0.8462854027748108
"--franky, use coup de burst!\n--i can't! the fuel has run out!",526,anger,0.6540378928184509
i have to fill up with \ncola in the energy room!,526,anger,0.5868392586708069
we don't have time!,526,anger,0.4182387888431549
--no!\n--he's gonna get us!,526,joy,0.6855979561805725
kraken!,526,joy,0.5273190140724182
the monster of the arctic--kraken?,526,neutral,0.43588805198669434
you bastard!,526,anger,0.9361224174499512
"alright, that's enough. stop!",526,anger,0.9626941680908203
good job!,526,joy,0.9740425944328308
hey!,526,joy,0.674192488193512
luffy! zoro! sanji!,526,joy,0.9650079011917114
i'm glad that you're all alive!,526,joy,0.9894709587097168
what were you doing?!,526,surprise,0.9832968711853027
nami-san! robin-chan!,526,joy,0.901867687702179
we've been looking for you guys!,526,joy,0.9134609699249268
they're so high-maintenance. they got lost!,526,surprise,0.4807260036468506
"sanji, no! he's relapsing!",526,joy,0.7652822136878967
he needs rehab with less stimulating pics!,526,anger,0.36493411660194397
"hey! wake up, wadatsumi!",526,joy,0.8356027603149414
avenge yourself! get back at it!,526,anger,0.8872243762016296
"well, sanji's bubble and mine \npopped so we got into zoro's.",526,neutral,0.9371087551116943
i thought i was gonna die!,526,joy,0.573121190071106
don't make us worry!,526,fear,0.5882025361061096
"alright, here's a song to \ncelebrate your return.",526,joy,0.7043853998184204
lots of space!  there's no place like home!,526,anger,0.5697757005691528
luffy! i was scared!,526,fear,0.9703031182289124
you all have an amazing ability to survive.,526,joy,0.9331094026565552
i can't believe it! \nyou really tamed the monster octopus?,526,surprise,0.98060142993927
and are you gonna use the kraken?,526,neutral,0.9891926646232605
"yeah, i'm gonna use him like\n experienced people do!",526,joy,0.7062199115753174
"right, surume?",526,neutral,0.9657821655273438
that's a squid snack!,526,surprise,0.6140281558036804
surume!,526,anger,0.4952172636985779
"the kraken is an octopus but\n he named it surume, oh yeah!",526,joy,0.6857951879501343
"alright, draw the sunny, surume!",526,joy,0.5911713242530823
"well, instead of making him draw the ship,",526,neutral,0.9555925726890564
we have to make sure that \nhe's not gonna smash it up.,526,neutral,0.7035070657730103
"captain, the pirate ship is...",526,neutral,0.9907105565071106
don't let it get away! go after it!,526,anger,0.951229453086853
yeah!,526,joy,0.9059808254241943
what is it?,526,neutral,0.8366649150848389
"this is no good, captain vander decken!",526,anger,0.9618340730667114
"oh no, the undersea volcano's gonna erupt!",526,surprise,0.4351555407047272
what?!,526,surprise,0.9884170889854431
we are too close to it!,526,joy,0.4415099620819092
everyone! let's go back for now!,526,joy,0.7227455973625183
roger! captain vander decken!,526,joy,0.8343421816825867
ankoro! wadatsumi! draw the ship!,526,joy,0.9530065655708313
"oh, okay!",526,joy,0.4883580207824707
i am the richest person in the \nworld - captain vander decken!,526,joy,0.9782191514968872
oh no!,526,surprise,0.9578526020050049
"luffy, tell kraken to get away from here now!",526,anger,0.695753276348114
yeah!,526,joy,0.9059808254241943
"--hey, surume!\n--wait, don't need to!",526,neutral,0.5098511576652527
he's running like hell already!,526,anger,0.9264423251152039
that's a terrible look for \nsuch a mythical monster!,526,sadness,0.5323255658149719
nice! maybe we can hit it off!,526,joy,0.9565362930297852
he runs awful.,526,sadness,0.47626274824142456
don't say that. that's how \nhorrifying the eruption is!,526,fear,0.8969193696975708
that's right!,526,joy,0.7856187224388123
and what is he doing?,526,neutral,0.805442214012146
wow! yes!,526,surprise,0.8882932662963867
--come on!\n--it's rehab!,526,joy,0.7073352336883545
but i wanna see the eruption!,526,joy,0.5966810584068298
--evacuate to the front of the ship!\n--yeah!,526,neutral,0.4996385872364044
it doesn't change anything!\n it's only a few meters.,526,neutral,0.9660151600837708
lava's flowing along to the sea floor!,526,neutral,0.4135139286518097
the temperature is soaring!,526,joy,0.8409842848777771
feels like i'm in boiling water!,526,joy,0.48008692264556885
i'm gonna be cooked!,526,joy,0.9737628698348999
